ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
5993069,2000.0,3320.0,零售业,山东,股份有限公司,自然人,0.8,0.0
5993070,2008.0,3740.0,交通运输业,福建,农民专业合作社,自然人,0.89,0.0
5993071,2008.0,8560.0,工业,江西,有限责任公司,企业法人,0.68,0.0
5993072,2008.0,6600.0,商业服务业,湖南,集体所有制企业,企业法人,0.7,0.0
5993073,2007.0,5560.0,交通运输业,湖北,农民专业合作社,自然人,0.65,0.0
5993074,2001.0,9120.0,零售业,湖南,集体所有制企业,自然人,0.6,0.0
5993075,2012.0,8460.0,工业,湖北,有限责任公司,企业法人,0.59,0.0
5993076,2005.0,8340.0,工业,湖北,农民专业合作社,企业法人,0.99,0.0
5993077,2010.0,2060.0,社区服务,广西,股份有限公司,企业法人,0.69,0.0
5993078,2012.0,9840.0,商业服务业,湖南,有限责任公司,自然人,0.58,0.0
5993079,2012.0,6930.0,商业服务业,福建,有限责任公司,自然人,0.74,0.0
5993080,2012.0,7860.0,商业服务业,广西,农民专业合作社,企业法人,0.9,0.0
5993081,2002.0,1940.0,服务业,,合伙企业,自然人,0.8,0.0
5993082,2005.0,4080.0,服务业,湖南,股份有限公司,自然人,0.88,0.0
5993083,2010.0,9170.0,商业服务业,福建,集体所有制企业,企业法人,0.68,0.0
5993084,2006.0,6810.0,服务业,广东,集体所有制企业,自然人,0.87,0.0
5993085,2002.0,9710.0,社区服务,湖南,合伙企业,自然人,0.53,0.0
5993086,2000.0,1790.0,交通运输业,广西,农民专业合作社,企业法人,0.83,0.0
5993087,2001.0,,社区服务,山东,股份有限公司,自然人,0.88,0.0
5993088,2007.0,2380.0,工业,福建,集体所有制企业,企业法人,,0.0
5993089,2008.0,8450.0,零售业,广东,农民专业合作社,自然人,0.7,0.0
5993090,2006.0,6770.0,交通运输业,湖南,股份有限公司,企业法人,0.96,0.0
5993091,2007.0,3130.0,交通运输业,江西,合伙企业,自然人,0.77,0.0
5993092,2006.0,3240.0,服务业,山东,集体所有制企业,企业法人,0.63,0.0
5993093,2001.0,730.0,社区服务,福建,股份有限公司,自然人,0.81,0.0
5993094,2008.0,6970.0,商业服务业,山东,有限责任公司,企业法人,0.86,0.0
5993095,2012.0,9510.0,交通运输业,湖北,有限责任公司,企业法人,0.89,0.0
5993096,2007.0,6810.0,服务业,湖北,合伙企业,自然人,0.53,0.0
5993097,2009.0,8280.0,零售业,福建,集体所有制企业,自然人,1.0,0.0
5993098,2012.0,1380.0,服务业,江西,有限责任公司,自然人,0.69,
5993099,2006.0,4070.0,服务业,福建,有限责任公司,企业法人,0.64,0.0
5993100,2002.0,250.0,工业,山东,集体所有制企业,自然人,0.74,0.0
5993102,2008.0,1450.0,交通运输业,广东,有限责任公司,企业法人,0.6,0.0
5993103,2007.0,3610.0,社区服务,福建,集体所有制企业,企业法人,0.66,0.0
5993104,2008.0,5820.0,社区服务,湖南,集体所有制企业,自然人,0.86,0.0
5993105,2001.0,2760.0,交通运输业,福建,股份有限公司,企业法人,0.54,0.0
5993106,2002.0,2540.0,零售业,江西,集体所有制企业,自然人,0.82,0.0
5993107,2011.0,2990.0,交通运输业,广东,合伙企业,企业法人,0.8,0.0
5993108,2004.0,5070.0,社区服务,山东,合伙企业,企业法人,0.83,0.0
5993109,2012.0,8210.0,交通运输业,广东,农民专业合作社,企业法人,0.92,0.0
5993110,2002.0,7650.0,零售业,江西,合伙企业,自然人,0.98,0.0
5993111,2000.0,8140.0,商业服务业,广东,有限责任公司,企业法人,0.9,0.0
5993112,2005.0,800.0,商业服务业,广东,股份有限公司,企业法人,0.73,0.0
5993113,2013.0,5460.0,零售业,湖南,有限责任公司,企业法人,,0.0
5993114,2004.0,2020.0,交通运输业,山东,合伙企业,自然人,0.96,0.0
5993115,2008.0,3540.0,工业,湖南,股份有限公司,自然人,0.81,0.0
5993116,2005.0,3670.0,零售业,湖北,股份有限公司,企业法人,0.6,0.0
5993117,2001.0,3690.0,服务业,福建,农民专业合作社,自然人,0.7,0.0
5993118,2011.0,5330.0,工业,江西,股份有限公司,自然人,0.68,0.0
5993119,2000.0,5270.0,商业服务业,湖南,有限责任公司,企业法人,0.68,0.0
5993120,2012.0,5050.0,服务业,湖北,农民专业合作社,自然人,0.96,0.0
5993121,2002.0,2840.0,零售业,湖北,股份有限公司,自然人,0.69,0.0
5993122,2014.0,620.0,社区服务,广西,农民专业合作社,自然人,0.92,0.0
5993123,2002.0,7280.0,商业服务业,湖北,合伙企业,自然人,0.84,0.0
5993124,2009.0,5510.0,零售业,湖北,股份有限公司,自然人,0.97,0.0
5993125,2012.0,2700.0,商业服务业,山东,合伙企业,自然人,0.91,0.0
5993126,2009.0,8430.0,,湖南,农民专业合作社,企业法人,0.83,0.0
5993127,2010.0,8500.0,工业,湖南,有限责任公司,企业法人,0.86,0.0
5993128,2006.0,7080.0,交通运输业,湖南,有限责任公司,企业法人,0.85,0.0
5993129,2009.0,3390.0,社区服务,湖南,合伙企业,自然人,0.96,0.0
5993130,2005.0,5570.0,商业服务业,福建,合伙企业,企业法人,0.55,0.0
5993131,2010.0,1090.0,商业服务业,湖北,股份有限公司,自然人,0.88,0.0
5993132,2013.0,6520.0,商业服务业,湖南,有限责任公司,企业法人,0.85,0.0
5993133,2005.0,210.0,服务业,湖南,股份有限公司,企业法人,0.56,0.0
5993134,2010.0,3990.0,工业,广西,农民专业合作社,企业法人,0.58,0.0
5993135,2004.0,9630.0,社区服务,福建,集体所有制企业,企业法人,0.54,0.0
5993136,2005.0,1510.0,服务业,湖南,合伙企业,自然人,1.0,0.0
5993137,2007.0,5830.0,交通运输业,广西,集体所有制企业,企业法人,0.52,0.0
5993138,2008.0,8300.0,交通运输业,江西,有限责任公司,企业法人,0.95,0.0
5993139,2013.0,8080.0,零售业,广西,集体所有制企业,自然人,0.52,0.0
5993140,2013.0,100.0,社区服务,湖南,合伙企业,企业法人,0.71,0.0
5993141,2000.0,6300.0,交通运输业,福建,合伙企业,自然人,0.83,0.0
5993142,2013.0,3950.0,社区服务,广东,股份有限公司,自然人,0.86,0.0
5993143,2000.0,8120.0,商业服务业,湖南,股份有限公司,企业法人,0.74,0.0
5993144,2012.0,2640.0,交通运输业,湖北,合伙企业,企业法人,0.83,0.0
5993145,2005.0,5760.0,商业服务业,湖北,有限责任公司,自然人,0.67,0.0
5993146,2004.0,7560.0,服务业,湖北,股份有限公司,企业法人,0.58,0.0
5993147,2013.0,4030.0,商业服务业,广西,有限责任公司,企业法人,0.88,0.0
5993148,2010.0,5230.0,商业服务业,福建,农民专业合作社,自然人,0.83,0.0
5993149,2013.0,2840.0,社区服务,江西,集体所有制企业,自然人,0.56,0.0
5993150,2007.0,8630.0,社区服务,山东,集体所有制企业,自然人,0.66,0.0
5993151,2003.0,4800.0,交通运输业,江西,合伙企业,自然人,0.96,0.0
5993152,2008.0,1900.0,工业,福建,有限责任公司,自然人,0.61,0.0
5993153,2003.0,5180.0,社区服务,江西,有限责任公司,企业法人,0.94,0.0
5993154,2012.0,5730.0,交通运输业,,合伙企业,自然人,0.79,0.0
5993155,2000.0,2630.0,服务业,湖南,农民专业合作社,自然人,0.94,0.0
5993156,2006.0,8270.0,工业,山东,集体所有制企业,企业法人,0.85,0.0
5993157,2011.0,5540.0,交通运输业,福建,股份有限公司,企业法人,0.72,0.0
5993158,2013.0,7400.0,工业,江西,农民专业合作社,企业法人,0.91,0.0
5993159,2005.0,1460.0,交通运输业,山东,合伙企业,自然人,0.53,0.0
5993160,2001.0,4270.0,服务业,福建,有限责任公司,自然人,0.92,0.0
5993161,2004.0,5760.0,商业服务业,江西,有限责任公司,自然人,0.82,0.0
5993162,2004.0,7270.0,社区服务,广东,有限责任公司,企业法人,0.74,0.0
5993163,2000.0,8420.0,交通运输业,湖北,集体所有制企业,企业法人,0.58,0.0
5993164,2012.0,1220.0,商业服务业,广西,股份有限公司,企业法人,0.71,0.0
5993165,2010.0,5500.0,服务业,广东,股份有限公司,企业法人,0.51,0.0
5993166,2009.0,7350.0,社区服务,广西,合伙企业,自然人,0.82,0.0
5993167,2011.0,6490.0,商业服务业,广西,合伙企业,自然人,0.71,0.0
5993168,2001.0,5730.0,社区服务,广东,集体所有制企业,自然人,0.58,0.0
5993169,2003.0,4310.0,交通运输业,广东,合伙企业,自然人,0.99,0.0
5993170,2001.0,1050.0,工业,江西,有限责任公司,自然人,0.83,0.0
5993171,2011.0,6910.0,工业,湖北,合伙企业,自然人,0.78,0.0
5993172,2004.0,3350.0,商业服务业,山东,合伙企业,自然人,0.52,0.0
5993173,2014.0,3480.0,商业服务业,广西,集体所有制企业,自然人,0.54,0.0
5993174,2010.0,8620.0,工业,福建,有限责任公司,企业法人,0.66,0.0
5993175,2004.0,490.0,零售业,江西,农民专业合作社,企业法人,0.93,0.0
5993176,2011.0,6790.0,零售业,广东,农民专业合作社,企业法人,0.71,0.0
5993177,2011.0,8440.0,交通运输业,山东,合伙企业,企业法人,0.52,0.0
5993178,2002.0,510.0,工业,福建,有限责任公司,自然人,0.76,0.0
5993179,2006.0,830.0,社区服务,福建,合伙企业,自然人,0.71,0.0
5993180,2011.0,840.0,工业,江西,集体所有制企业,自然人,0.75,0.0
5993181,2009.0,4310.0,商业服务业,江西,合伙企业,企业法人,0.8,0.0
5993182,2003.0,4960.0,交通运输业,山东,股份有限公司,自然人,0.6,0.0
5993183,2003.0,8430.0,零售业,福建,股份有限公司,企业法人,0.86,0.0
5993184,2011.0,1230.0,服务业,山东,合伙企业,自然人,0.9,0.0
5993185,2004.0,5840.0,交通运输业,江西,有限责任公司,自然人,0.59,0.0
5993186,2009.0,5170.0,社区服务,江西,有限责任公司,企业法人,0.63,0.0
5993187,2005.0,4360.0,工业,江西,有限责任公司,,0.65,0.0
5993188,2005.0,4810.0,社区服务,广东,农民专业合作社,自然人,0.82,0.0
5993189,2010.0,890.0,工业,广西,有限责任公司,自然人,0.72,0.0
5993190,2000.0,3660.0,社区服务,广东,集体所有制企业,企业法人,0.55,0.0
5993191,2012.0,8120.0,交通运输业,山东,集体所有制企业,自然人,0.53,0.0
5993192,2011.0,1580.0,社区服务,广东,有限责任公司,自然人,0.96,0.0
5993193,2013.0,8330.0,商业服务业,福建,农民专业合作社,企业法人,0.51,0.0
5993194,2014.0,4360.0,工业,山东,集体所有制企业,企业法人,0.78,0.0
5993195,2013.0,8210.0,服务业,江西,合伙企业,自然人,0.9,0.0
5993196,2001.0,5250.0,工业,湖北,股份有限公司,企业法人,0.64,0.0
5993197,2002.0,1480.0,社区服务,广东,合伙企业,企业法人,0.84,0.0
5993198,2009.0,3260.0,交通运输业,山东,农民专业合作社,企业法人,0.56,0.0
5993199,2008.0,8970.0,工业,福建,有限责任公司,自然人,0.54,0.0
5993200,2003.0,9070.0,工业,江西,股份有限公司,自然人,0.79,0.0
5993201,2002.0,2650.0,零售业,山东,合伙企业,企业法人,0.95,0.0
5993202,2002.0,5110.0,商业服务业,广东,合伙企业,企业法人,0.89,0.0
5993203,2002.0,9300.0,商业服务业,广西,集体所有制企业,自然人,0.71,0.0
5993205,2007.0,4090.0,商业服务业,湖北,农民专业合作社,企业法人,0.59,0.0
5993206,2001.0,690.0,零售业,湖北,农民专业合作社,企业法人,0.98,0.0
5993207,2003.0,5830.0,服务业,湖北,集体所有制企业,自然人,0.74,0.0
5993208,2006.0,5270.0,社区服务,广东,股份有限公司,企业法人,0.72,
5993209,2009.0,4570.0,交通运输业,江西,有限责任公司,企业法人,0.74,0.0
5993210,2014.0,4750.0,零售业,广东,集体所有制企业,自然人,0.66,0.0
5993211,2007.0,5580.0,工业,江西,合伙企业,自然人,0.81,0.0
5993212,2005.0,2390.0,社区服务,山东,股份有限公司,自然人,0.86,0.0
5993213,2000.0,9670.0,服务业,广西,有限责任公司,自然人,0.58,0.0
5993214,2012.0,6700.0,社区服务,广东,农民专业合作社,自然人,0.77,0.0
5993215,2012.0,6640.0,商业服务业,福建,股份有限公司,自然人,0.52,0.0
5993216,2013.0,9780.0,服务业,江西,农民专业合作社,企业法人,0.52,0.0
5993217,2007.0,9580.0,服务业,湖北,集体所有制企业,企业法人,0.75,0.0
5993218,2001.0,8530.0,零售业,广西,合伙企业,企业法人,,0.0
5993219,2012.0,3690.0,服务业,湖南,集体所有制企业,企业法人,0.61,0.0
5993220,2014.0,9190.0,服务业,江西,合伙企业,自然人,0.94,0.0
5993221,2012.0,5360.0,交通运输业,广西,农民专业合作社,自然人,0.99,0.0
5993222,2000.0,3510.0,零售业,湖北,合伙企业,自然人,0.93,0.0
5993223,2007.0,8410.0,工业,山东,合伙企业,企业法人,0.87,0.0
5993224,2000.0,3780.0,商业服务业,湖北,合伙企业,企业法人,0.74,0.0
5993225,2014.0,9470.0,商业服务业,,集体所有制企业,企业法人,0.76,0.0
5993226,2007.0,6690.0,社区服务,湖北,集体所有制企业,自然人,0.83,0.0
5993227,2001.0,3850.0,工业,广东,股份有限公司,自然人,0.93,0.0
5993228,2001.0,7060.0,零售业,江西,农民专业合作社,自然人,0.53,0.0
5993229,2001.0,5520.0,交通运输业,湖南,合伙企业,企业法人,0.85,0.0
5993230,2009.0,5970.0,商业服务业,福建,合伙企业,自然人,0.78,0.0
5993231,2010.0,1820.0,工业,山东,合伙企业,自然人,0.83,0.0
5993232,2006.0,5020.0,交通运输业,广西,合伙企业,自然人,0.61,0.0
5993233,2013.0,2560.0,零售业,福建,有限责任公司,自然人,0.59,0.0
5993234,2002.0,2410.0,商业服务业,广东,农民专业合作社,企业法人,0.64,0.0
5993235,2008.0,4840.0,社区服务,广西,股份有限公司,自然人,0.93,0.0
5993236,2003.0,2590.0,零售业,湖南,有限责任公司,企业法人,1.0,0.0
5993237,2002.0,7610.0,交通运输业,江西,合伙企业,企业法人,0.58,0.0
5993238,2010.0,4030.0,社区服务,湖北,股份有限公司,企业法人,0.93,0.0
5993239,2008.0,9950.0,商业服务业,湖南,合伙企业,自然人,0.77,0.0
5993240,2003.0,4150.0,服务业,广东,股份有限公司,自然人,0.86,0.0
5993241,2001.0,2520.0,服务业,江西,合伙企业,企业法人,0.93,0.0
5993242,2001.0,3170.0,零售业,湖南,股份有限公司,,0.55,0.0
5993243,2012.0,5570.0,工业,湖北,股份有限公司,自然人,0.58,0.0
5993244,2010.0,5750.0,交通运输业,,集体所有制企业,自然人,0.67,0.0
5993245,2009.0,4800.0,服务业,山东,股份有限公司,自然人,0.96,0.0
5993246,2001.0,6350.0,工业,广西,股份有限公司,自然人,0.55,0.0
5993247,2011.0,1640.0,零售业,湖南,农民专业合作社,自然人,0.62,0.0
5993248,2009.0,9430.0,零售业,湖南,农民专业合作社,企业法人,0.66,0.0
5993249,2010.0,9990.0,服务业,福建,有限责任公司,自然人,0.84,0.0
5993250,2012.0,3920.0,工业,江西,集体所有制企业,自然人,0.98,0.0
5993251,2004.0,1720.0,服务业,江西,股份有限公司,自然人,1.0,0.0
5993252,2007.0,1590.0,社区服务,山东,集体所有制企业,自然人,0.82,0.0
5993253,2009.0,5410.0,社区服务,广西,有限责任公司,自然人,0.69,0.0
5993254,2011.0,2490.0,交通运输业,广东,股份有限公司,自然人,0.67,0.0
5993255,2001.0,3180.0,商业服务业,山东,农民专业合作社,自然人,0.93,0.0
5993256,2000.0,7760.0,工业,江西,集体所有制企业,企业法人,0.82,0.0
5993257,2005.0,6540.0,服务业,广东,股份有限公司,企业法人,0.67,0.0
5993258,2002.0,1990.0,商业服务业,湖南,集体所有制企业,自然人,0.67,0.0
5993259,2001.0,9130.0,交通运输业,江西,合伙企业,自然人,0.54,0.0
5993260,2008.0,9370.0,社区服务,广西,合伙企业,企业法人,0.56,0.0
5993261,2009.0,1020.0,商业服务业,江西,有限责任公司,企业法人,0.7,0.0
5993262,2010.0,2610.0,工业,湖南,有限责任公司,自然人,0.94,0.0
5993263,2005.0,4160.0,工业,山东,农民专业合作社,企业法人,0.58,0.0
5993264,2005.0,9070.0,工业,江西,有限责任公司,自然人,0.84,0.0
5993265,2012.0,2910.0,商业服务业,湖北,股份有限公司,自然人,0.52,0.0
5993266,2004.0,6430.0,商业服务业,山东,股份有限公司,自然人,0.69,0.0
5993267,2004.0,7340.0,商业服务业,江西,合伙企业,自然人,0.99,0.0
5993268,2010.0,1010.0,零售业,广西,农民专业合作社,企业法人,0.94,0.0
5993269,2001.0,7340.0,零售业,广西,集体所有制企业,自然人,0.8,0.0
5993270,2014.0,630.0,商业服务业,江西,有限责任公司,,0.51,0.0
5993271,2004.0,9390.0,社区服务,广西,合伙企业,自然人,0.97,0.0
5993272,2011.0,4250.0,服务业,湖北,集体所有制企业,自然人,0.66,0.0
5993273,2004.0,4440.0,工业,湖北,股份有限公司,自然人,0.51,0.0
5993274,2003.0,6140.0,服务业,山东,股份有限公司,自然人,0.52,0.0
5993275,2010.0,9330.0,零售业,山东,有限责任公司,自然人,1.0,0.0
5993276,2001.0,4720.0,商业服务业,山东,集体所有制企业,自然人,0.86,0.0
5993277,2003.0,9880.0,零售业,广东,集体所有制企业,企业法人,0.72,0.0
5993278,2010.0,2060.0,工业,福建,农民专业合作社,企业法人,0.95,0.0
5993279,2006.0,4840.0,工业,福建,农民专业合作社,企业法人,0.97,0.0
5993280,2010.0,,工业,福建,股份有限公司,企业法人,0.72,0.0
5993281,2011.0,6250.0,商业服务业,湖北,合伙企业,自然人,0.79,0.0
5993282,2005.0,,商业服务业,广东,合伙企业,企业法人,0.92,0.0
5993283,2000.0,9950.0,零售业,山东,合伙企业,,0.79,0.0
5993284,2003.0,5840.0,交通运输业,广东,集体所有制企业,自然人,0.62,0.0
5993285,2001.0,3130.0,零售业,山东,集体所有制企业,自然人,0.71,0.0
5993286,2003.0,8690.0,交通运输业,湖南,股份有限公司,自然人,0.91,0.0
5993287,2004.0,1270.0,社区服务,福建,股份有限公司,企业法人,0.56,0.0
5993288,2012.0,4820.0,商业服务业,山东,农民专业合作社,自然人,0.67,0.0
5993289,2013.0,8540.0,商业服务业,湖北,股份有限公司,自然人,0.87,0.0
5993290,2004.0,2800.0,零售业,福建,合伙企业,企业法人,0.63,0.0
5993291,2010.0,5470.0,交通运输业,广西,农民专业合作社,企业法人,0.74,0.0
5993292,2013.0,6340.0,社区服务,湖南,农民专业合作社,自然人,0.69,0.0
5993293,2003.0,4840.0,服务业,湖南,合伙企业,企业法人,0.7,0.0
5993294,2012.0,2310.0,服务业,江西,股份有限公司,自然人,0.58,0.0
5993295,2012.0,5620.0,交通运输业,江西,合伙企业,自然人,0.71,0.0
5993296,2006.0,1300.0,交通运输业,湖北,集体所有制企业,自然人,0.92,0.0
5993297,2009.0,,交通运输业,广东,农民专业合作社,企业法人,0.65,0.0
5993298,2004.0,9590.0,交通运输业,广东,合伙企业,企业法人,0.71,0.0
5993299,2008.0,6100.0,交通运输业,湖北,集体所有制企业,自然人,0.61,0.0
5993300,2006.0,2210.0,商业服务业,江西,有限责任公司,企业法人,0.58,0.0
5993301,2010.0,4760.0,,福建,股份有限公司,企业法人,0.68,0.0
5993302,2008.0,5570.0,商业服务业,广东,农民专业合作社,自然人,0.7,0.0
5993303,2012.0,5480.0,工业,山东,合伙企业,自然人,0.66,0.0
5993304,2006.0,8660.0,社区服务,广西,股份有限公司,自然人,0.6,0.0
5993305,2001.0,6280.0,零售业,福建,股份有限公司,自然人,0.73,0.0
5993306,2011.0,1260.0,商业服务业,广西,集体所有制企业,企业法人,0.7,0.0
5993307,2010.0,2490.0,交通运输业,山东,合伙企业,企业法人,0.96,0.0
5993308,2003.0,9370.0,零售业,福建,集体所有制企业,企业法人,0.95,0.0
5993309,2009.0,5710.0,服务业,广西,有限责任公司,自然人,0.6,0.0
5993310,2002.0,6020.0,商业服务业,广西,集体所有制企业,企业法人,0.87,0.0
5993311,2014.0,8810.0,商业服务业,广东,股份有限公司,企业法人,1.0,0.0
5993312,2005.0,1130.0,工业,江西,农民专业合作社,自然人,0.63,0.0
5993313,2008.0,3470.0,商业服务业,福建,农民专业合作社,企业法人,0.94,0.0
5993314,2007.0,3430.0,商业服务业,湖南,农民专业合作社,企业法人,0.63,0.0
5993315,2000.0,2350.0,商业服务业,福建,有限责任公司,自然人,0.61,0.0
5993316,2004.0,3130.0,商业服务业,江西,有限责任公司,自然人,0.6,0.0
5993317,2009.0,9490.0,交通运输业,广东,合伙企业,自然人,0.93,0.0
5993318,2002.0,8180.0,社区服务,广东,有限责任公司,企业法人,0.98,0.0
5993319,2011.0,3000.0,,广东,有限责任公司,自然人,0.95,0.0
5993320,2010.0,7050.0,交通运输业,福建,农民专业合作社,自然人,0.86,0.0
5993321,2000.0,6570.0,工业,湖南,合伙企业,企业法人,0.71,0.0
5993322,2008.0,7790.0,工业,江西,农民专业合作社,自然人,0.61,0.0
5993323,2007.0,3370.0,社区服务,湖北,集体所有制企业,自然人,0.78,0.0
5993324,2005.0,1040.0,工业,山东,集体所有制企业,自然人,0.61,0.0
5993325,2006.0,2510.0,商业服务业,广东,农民专业合作社,企业法人,0.81,0.0
5993326,2000.0,8430.0,社区服务,湖北,合伙企业,自然人,0.74,0.0
5993327,2010.0,730.0,,湖南,股份有限公司,自然人,0.77,0.0
5993328,2007.0,9780.0,商业服务业,福建,农民专业合作社,自然人,0.95,0.0
5993329,2004.0,6130.0,交通运输业,江西,农民专业合作社,企业法人,0.79,0.0
5993330,2007.0,3050.0,工业,江西,集体所有制企业,企业法人,0.53,0.0
5993331,2014.0,3710.0,零售业,江西,集体所有制企业,企业法人,0.74,0.0
5993332,2011.0,6980.0,交通运输业,湖南,有限责任公司,自然人,0.53,0.0
5993333,2003.0,910.0,交通运输业,福建,集体所有制企业,企业法人,0.72,0.0
5993334,2010.0,5140.0,工业,福建,农民专业合作社,自然人,0.77,0.0
5993335,2000.0,2900.0,服务业,湖北,有限责任公司,自然人,0.86,0.0
5993336,2008.0,7080.0,社区服务,江西,有限责任公司,企业法人,0.93,0.0
5993337,2010.0,6830.0,社区服务,湖北,股份有限公司,企业法人,0.58,0.0
5993338,2000.0,1390.0,服务业,山东,农民专业合作社,企业法人,0.52,0.0
5993339,2007.0,9570.0,零售业,湖南,合伙企业,自然人,0.78,0.0
5993340,2006.0,8390.0,社区服务,广西,农民专业合作社,企业法人,0.93,0.0
5993341,2001.0,8570.0,社区服务,湖北,股份有限公司,企业法人,0.96,0.0
5993342,2002.0,7580.0,工业,山东,合伙企业,企业法人,0.74,0.0
5993343,2009.0,7960.0,工业,广东,股份有限公司,自然人,0.68,0.0
5993344,2012.0,3450.0,交通运输业,湖南,集体所有制企业,自然人,0.9,0.0
5993345,2002.0,7630.0,商业服务业,山东,农民专业合作社,自然人,0.74,0.0
5993346,2014.0,5950.0,零售业,福建,股份有限公司,自然人,0.96,0.0
5993347,2008.0,5890.0,零售业,湖南,集体所有制企业,企业法人,0.61,0.0
5993348,2014.0,5960.0,工业,山东,股份有限公司,企业法人,0.97,0.0
5993349,2000.0,1890.0,社区服务,福建,集体所有制企业,企业法人,0.86,0.0
5993350,,600.0,工业,广东,集体所有制企业,企业法人,0.6,0.0
5993351,2001.0,,社区服务,广西,股份有限公司,企业法人,0.92,0.0
5993352,2014.0,1180.0,零售业,湖南,有限责任公司,自然人,0.68,0.0
5993353,2002.0,6650.0,工业,山东,合伙企业,自然人,0.95,0.0
5993354,2004.0,6790.0,社区服务,广东,农民专业合作社,自然人,0.65,0.0
5993355,2005.0,8400.0,零售业,江西,股份有限公司,企业法人,0.77,0.0
5993356,2008.0,9960.0,工业,广西,合伙企业,企业法人,0.74,0.0
5993357,,4480.0,交通运输业,湖南,合伙企业,自然人,0.6,0.0
5993358,2014.0,4220.0,零售业,广东,农民专业合作社,企业法人,0.83,0.0
5993359,2014.0,8550.0,服务业,广东,合伙企业,自然人,0.57,0.0
5993360,2009.0,7900.0,商业服务业,江西,集体所有制企业,自然人,0.81,0.0
5993361,2014.0,3590.0,社区服务,湖北,集体所有制企业,企业法人,0.58,0.0
5993362,2002.0,740.0,社区服务,广东,有限责任公司,企业法人,0.86,0.0
5993363,2012.0,5760.0,社区服务,山东,合伙企业,自然人,0.73,0.0
5993364,2005.0,4160.0,零售业,江西,有限责任公司,自然人,0.67,0.0
5993365,2008.0,4680.0,商业服务业,福建,合伙企业,企业法人,0.68,0.0
5993366,2010.0,9600.0,零售业,福建,农民专业合作社,自然人,0.79,0.0
5993367,2000.0,7310.0,零售业,福建,股份有限公司,企业法人,0.96,0.0
5993368,2001.0,9370.0,零售业,山东,股份有限公司,自然人,0.63,0.0
5993369,2001.0,4220.0,工业,江西,合伙企业,自然人,0.76,0.0
5993370,2003.0,9710.0,商业服务业,广西,集体所有制企业,自然人,0.86,0.0
5993371,2000.0,5320.0,商业服务业,湖北,股份有限公司,自然人,0.99,0.0
5993372,2014.0,4300.0,商业服务业,广东,农民专业合作社,企业法人,0.74,0.0
5993373,2008.0,5970.0,社区服务,广西,集体所有制企业,自然人,0.55,0.0
5993374,2004.0,9930.0,商业服务业,广东,股份有限公司,企业法人,0.77,0.0
5993375,2013.0,9830.0,商业服务业,湖南,合伙企业,自然人,0.59,0.0
5993376,2004.0,8040.0,商业服务业,福建,有限责任公司,自然人,0.93,0.0
5993377,2009.0,1780.0,,湖北,有限责任公司,自然人,0.66,0.0
5993378,2000.0,4160.0,服务业,福建,股份有限公司,自然人,0.79,0.0
5993379,2005.0,7770.0,商业服务业,湖北,集体所有制企业,企业法人,0.76,0.0
5993380,2008.0,5320.0,工业,福建,农民专业合作社,企业法人,1.0,0.0
5993381,2007.0,2700.0,商业服务业,湖南,集体所有制企业,企业法人,0.51,0.0
5993382,2001.0,2870.0,交通运输业,广西,有限责任公司,自然人,0.98,0.0
5993383,,4340.0,交通运输业,湖北,农民专业合作社,自然人,0.93,0.0
5993384,2007.0,8150.0,交通运输业,山东,集体所有制企业,企业法人,0.77,0.0
5993385,2001.0,6310.0,商业服务业,广西,合伙企业,企业法人,0.51,0.0
5993386,2004.0,9800.0,社区服务,湖北,有限责任公司,自然人,0.82,0.0
5993387,2006.0,7880.0,社区服务,广西,股份有限公司,自然人,0.96,0.0
5993388,2004.0,1150.0,服务业,广西,农民专业合作社,企业法人,0.82,0.0
5993389,2002.0,630.0,工业,江西,有限责任公司,自然人,0.77,0.0
5993390,2011.0,4770.0,零售业,湖北,合伙企业,企业法人,0.94,0.0
5993391,2006.0,5200.0,服务业,广西,合伙企业,自然人,0.58,0.0
5993392,2013.0,2900.0,服务业,福建,有限责任公司,企业法人,0.58,0.0
5993393,2004.0,240.0,商业服务业,广东,农民专业合作社,企业法人,0.93,0.0
5993394,2014.0,7970.0,社区服务,广西,集体所有制企业,企业法人,0.55,0.0
5993395,2008.0,8510.0,服务业,江西,集体所有制企业,企业法人,0.76,
5993396,2013.0,2080.0,交通运输业,广东,有限责任公司,企业法人,1.0,0.0
5993397,2012.0,4170.0,服务业,福建,有限责任公司,自然人,0.73,0.0
5993398,2010.0,1850.0,服务业,福建,集体所有制企业,企业法人,0.8,0.0
5993399,2012.0,9270.0,工业,湖北,合伙企业,自然人,0.93,0.0
5993400,2000.0,7980.0,服务业,湖北,农民专业合作社,自然人,0.91,0.0
5993401,2012.0,4130.0,服务业,广西,合伙企业,自然人,0.69,0.0
5993402,2007.0,3670.0,交通运输业,广东,集体所有制企业,自然人,0.68,0.0
5993403,2013.0,3290.0,社区服务,湖北,集体所有制企业,企业法人,0.88,0.0
5993404,2006.0,3030.0,社区服务,江西,集体所有制企业,自然人,0.84,0.0
5993405,2001.0,,交通运输业,福建,合伙企业,自然人,0.89,0.0
5993406,2007.0,5440.0,社区服务,福建,合伙企业,企业法人,0.77,0.0
5993407,2008.0,120.0,工业,湖北,合伙企业,企业法人,0.74,0.0
